,Company,0217price,0217amt,0517price,0517amt,0817price,0817amt,1117price,1117amt,0217-0517chng,0517-0817chng
217,APPROACH RESOURCES INC,3.34961618981,128970,2.51012971127,706338,3.37100262369,681103,2.51028303213,547747,577368,-25235
218,APTARGROUP INC,73.4483233005,268951,76.9887103583,222682,86.85801523,328824,86.3077095832,249352,-46269,106142
219,APTEVO THERAPEUTICS INC,2.44209594799,117522,2.06344449677,116795,2.07455429498,92550,2.31303006939,11673,-727,-24245
220,AQUA AMERICA INC,30.0404397293,853616,32.1500804778,755488,33.2993445852,692386,33.1890235424,747928,-98128,-63102
221,AQUAVENTURE HLDGS LTD,24.5338785306,44999,17.0645398861,55671,15.2355595,40563,13.4805679048,20919,10672,-15108
222,AQUINOX PHARMACEUTICALS INC,16.5097918187,968819,16.6898800618,967832,14.0700553331,962896,14.1899419299,963147,-987,-4936
223,ARALEZ PHARMACEUTICALS INC,4.40812283309,121140,2.14002337564,121494,1.34801399465,97180,2.28746843591,100985,354,-24314
224,ARAMARK,35.7204600422,1683237,36.8698946805,1854928,40.9799456031,1898636,40.610375346,1623329,171691,43708
225,ARATANA THERAPEUTICS INC,7.1867219917,60250,5.30459374761,65415,7.23431130505,34834,6.13557841229,50362,5165,-30581
226,ARBOR RLTY TR INC,7.46086626581,258281,8.37870538415,132240,8.36397721537,13869,8.18301803784,11365,-126041,-118371
227,ARC DOCUMENT SOLUTIONS INC,5.07801143522,103190,3.44827586207,127310,4.15352811729,104971,4.08815630674,91973,24120,-22339
228,ARC LOGISTICS PARTNERS LP,15.9301541924,686999,14.2506391272,908661,15.1907062456,686999,16.6996988618,1247268,221662,-221662
229,ARCBEST CORP,27.6485228871,147856,25.9951581537,125985,20.5991376703,115733,33.450780416,554576,-21871,-10252
230,ARCELORMITTAL SA LUXEMBOURG,7.30005739374,3003812,8.34995525742,2342288,22.7304078503,1602083,25.7603364537,1673930,-661524,-740205
231,ARCH CAP GROUP LTD,86.2906700796,1243912,94.76992532,1213845,93.2901059601,1609474,98.4998692558,1969495,-30067,395629
232,ARCH COAL INC,78.0584084399,57252,68.9390946776,210113,68.3003546611,249252,71.7408004338,331945,152861,39139
233,ARCHER DANIELS MIDLAND CO,45.6500591236,3891846,46.0400771807,3670867,41.3799876071,4765637,42.5100683531,8233720,-220979,1094770
234,ARCHROCK INC,13.2005321706,607324,12.4001174791,493705,11.3987964612,551374,12.5507368111,759557,-113619,57669
235,ARCHROCK PARTNERS L P,16.0398001368,3385516,17.1600393279,3560831,14.9099345602,4027516,14.2600005822,4431767,175315,466685
236,ARCONIC INC,18.5398682826,1942948,26.340043112,1956299,22.6497105286,1996052,24.8801044894,3569358,13351,39753
237,ARCOS DORADOS HOLDINGS INC,5.39709538139,61144,8.06414021349,21453,7.44827586207,137750,10.0489992526,72246,-39691,116297
238,ARDELYX INC,14.1933619849,55378,12.6540832049,51920,5.10312566447,61139,5.60350380008,62104,-3458,9219
239,ARDMORE SHIPPING CORP,7.40544479036,75485,8.04736192304,67227,8.1448472139,53408,8.24950545057,71277,-8258,-13819
240,ARENA PHARMACEUTICALS INC,1.41921537142,546781,1.4592046521,553041,16.8736580642,118765,25.4978482711,179623,6260,-434276
241,ARES CAP CORP,16.4901005031,1342745,17.3803831293,1553418,16.3799338376,2421011,16.3900730534,1347645,210673,867593
242,ARES COML REAL ESTATE CORP,13.7282941777,48950,13.3834849545,34296,13.0993194494,19543,13.2971996387,55350,-14654,-14753
243,ARGAN INC,70.5548058673,91149,66.1519493906,98954,59.9981533566,281592,67.2506409925,270674,7805,182638
244,ARGO GROUP INTL HLDGS LTD,65.9002207065,240591,67.7985667729,225226,60.5979853968,187630,61.4997375257,222879,-15365,-37596
245,ARISTA NETWORKS INC,96.770618507,415064,132.269324117,583015,149.78978031,696890,189.609868051,811751,167951,113875
246,ARLINGTON ASSET INVT CORP,14.8162912763,150510,14.1504299554,18374,13.6857242029,20167,12.7276124826,48163,-132136,1793
247,ARMADA HOFFLER PPTYS INC,14.5746370395,71151,13.8859937465,62365,12.9497478479,173903,13.8103263197,179793,-8786,111538
248,ARMOUR RESIDENTIAL REIT INC,21.6931654866,132899,22.7138522938,98222,24.9989376759,305933,26.9004738414,411108,-34677,207711
249,ARMSTRONG FLOORING INC,19.9167949684,30527,18.4283891698,21163,17.973629424,86460,15.7611150545,61988,-9364,65297
250,ARMSTRONG WORLD INDS INC NEW,41.799562614,363066,46.0500825873,588468,46.0008415896,715313,51.2487766134,460811,225402,126845
251,ARQULE INC,1.27023299702,27554,1.07146184664,21466,1.26555578992,18964,1.10712779418,18968,-6088,-2502
252,ARRAY BIOPHARMA INC,8.78940583617,435183,8.94001325674,1086240,8.36964973821,1446775,12.2996817811,1449631,651057,360535
253,ARRIS INTL INC,30.1304318612,1279902,26.4501779247,794437,28.0207478689,1222487,28.4900572884,1187151,-485465,428050
254,ARROW ELECTRS INC,71.3003285503,1264342,73.4101638208,1229026,78.4200696686,1373934,80.4104429043,1498089,-35316,144908
255,ARROWHEAD PHARMACEUTICALS IN,1.54912650286,218833,1.85697132166,71622,1.61916893224,315594,4.3358568479,43590,-147211,243972
256,ARTISAN PARTNERS ASSET MGMT,29.7494634786,750669,27.5992005272,1012167,30.700590773,1111933,32.5991586169,732841,261498,99766
257,ASANKO GOLD INC,3.05982768339,149028,2.61253158594,23349,1.5301756195,2480761,0.953255189945,2152624,-125679,2457412
258,ASBURY AUTOMOTIVE GROUP INC,61.7004996636,389462,60.1003131624,513791,56.5499968006,546985,61.0999060465,631163,124329,33194
259,ASCENA RETAIL GROUP INC,6.19001105399,901937,4.25977061788,2029452,2.15008119816,2784546,2.44979181312,2311625,1127515,755094
260,ASHFORD HOSPITALITY PRIME IN,13.6439304094,91909,10.6148509078,101179,10.2884271453,153765,9.50708940235,67213,9270,52586
261,ASHFORD HOSPITALITY TR INC,7.76288299929,191939,6.37175264186,402558,6.08314684653,95181,6.67135875653,100879,210619,-307377
262,ASHLAND GLOBAL HLDGS INC,109.289862547,2497432,123.809330331,2018192,65.9102230586,1535695,65.3893160443,955676,-479240,-482497
263,ASML HOLDING N V,112.20080363,230952,132.800088355,235414,130.309919273,431080,171.199458867,499692,4462,195666
264,ASPEN INSURANCE HOLDINGS LTD,54.99975254,565748,52.0491315999,546695,49.8502170499,701682,40.4002498897,938014,-19053,154987
265,ASPEN TECHNOLOGY INC,54.679934895,485370,58.9192193052,593830,55.2594860246,694469,62.8094702834,735733,108460,100639
266,ASSOCIATED BANC CORP,18.0535514905,1237762,17.3892716746,1052373,17.7845503085,1001431,17.6891857307,1129221,-185389,-50942
267,ASSURANT INC,92.8578528827,603600,95.6705107929,624069,103.689428768,605568,95.5209932581,569278,20469,-18501
268,ASSURED GUARANTY LTD,37.7703298535,1974301,37.1101421311,2304141,41.7402283123,3233116,37.7499006968,3340777,329840,928975
269,ASTEC INDS INC,67.4562064419,127416,61.4954394585,114789,55.5116182729,26553,56.0205391528,38950,-12627,-88236
270,ASTERIAS BIOTHERAPEUTICS INC,0.535801266439,20530,1.44643373726,31111,0.487092060399,20530,3.38382210764,12412,10581,-10581
271,ASTORIA FINL CORP,18.6487462206,265916,20.5096578689,582116,20.1494002895,687415,21.4990668525,490812,316200,105299
272,ASTRAZENECA PLC,27.3204616847,2039314,31.1398596946,2936879,34.0900332515,4190785,33.8798631045,2997031,897565,1253906
273,ASTRONICS CORP,33.848998124,36781,31.7526057845,14487,30.4829391299,31329,29.7658041271,24424,-22294,16842
274,AT&T INC,42.5299701436,22729454,41.549983547,25417844,37.7300175199,27294660,39.1700207966,33444838,2688390,1876816
275,ATARA BIOTHERAPEUTICS INC,14.1990724224,28030,20.5502599223,201214,13.9936891206,14578,16.5363800361,19956,173184,-186636
276,ATHENAHEALTH INC,105.168236205,200165,112.69011713,434732,140.549011217,635579,124.3588364,613338,234567,200847
277,ATHENE HLDG LTD,47.9979466119,27272,49.9908038847,277291,49.6100779844,333400,53.8407295496,293551,250019,56109
278,ATHERSYS INC,1.53054868391,56189,1.70793481521,240056,1.51243558145,17852,2.05128205128,21450,183867,-222204
279,ATKORE INTL GROUP INC,23.9134013829,72888,26.2611891636,33738,22.5476767464,28473,19.4894916733,13751,-39150,-5265
280,ATLANTIC PWR CORP,2.50372822919,219273,2.65370654683,196706,2.3979151246,259392,2.45330391667,174051,-22567,62686
281,ATLANTICA YIELD PLC,19.3567711258,53418,20.95740126,359682,21.3599874837,619991,19.6980344556,140877,306264,260309
282,ATLANTICUS HLDGS CORP,2.83822138127,51793,2.60372445803,35334,2.65819303981,32729,2.33549959383,29544,-16459,-2605
283,ATLAS AIR WORLDWIDE HLDGS IN,52.148441529,48477,55.4486951153,84222,52.1477254715,63090,65.7963910465,135053,35745,-21132
284,ATLASSIAN CORP PLC,24.0914271242,31588,29.9474712638,213407,35.179886739,556767,35.1496676616,801743,181819,343360
285,ATMOS ENERGY CORP,74.1500566555,1793296,78.9898520412,1613625,82.9504524433,1390119,83.8400007346,1306906,-179671,-223506
286,ATN INTL INC,80.1237737837,15189,70.421363504,24041,68.4119801767,9282,52.707123306,29958,8852,-14759
287,ATRICURE INC,19.5904356061,16896,19.1184961827,15587,24.289531212,12351,22.3762100425,143590,-1309,-3236
288,ATRION CORP,507.186858316,5357,468.058191018,4743,643.554185927,1947,672.140324687,5359,-614,-2796
289,ATWOOD OCEANICS INC,13.1306940361,288789,9.52823990761,245061,8.15006899494,750055,9.3898576551,1108856,-43728,504994
290,AU OPTRONICS CORP,3.53794090502,149522,3.81804553546,213460,4.54466002447,28605,4.04465936848,101121,63938,-184855
291,AUDENTES THERAPEUTICS INC,18.2858364968,18703,17.0191941711,18391,19.1031570481,14919,27.9906697767,15005,-312,-3472
292,AURINIA PHARMACEUTICALS INC,2.10010857491,1274696,7.33892022098,346645,6.13033551978,876461,6.2703520701,874911,-928051,529816
293,AUTODESK INC,74.0105161615,1683504,86.4695567022,1878985,100.819816822,1727825,112.260082674,2171894,195481,-151160
294,AUTOHOME INC,25.2840065841,74118,31.7754433249,65302,45.357988651,237731,60.0793356958,472675,-8816,172429
295,AUTOLIV INC,113.149007768,83801,102.254447866,123711,109.800002647,151102,123.598997688,154443,39910,27391
296,AUTOMATIC DATA PROCESSING IN,102.780524035,1829763,102.389911769,1896388,102.459777731,2088644,109.319807576,2637930,66625,192256
297,AUTONATION INC,48.6497025269,846295,42.2897970382,1053351,42.1597666998,1529017,47.4604422269,1463050,207056,475666
298,AUTOZONE INC,789.791428422,172267,723.045191762,130422,570.455282032,141934,595.110947049,121905,-41845,11512
299,AVALONBAY CMNTYS INC,177.149963548,2135699,183.599697381,2120156,192.169954131,1930921,178.420253448,2431428,-15543,-189235
300,AVANGRID INC,37.8795512562,476352,42.7411018139,523337,44.151676034,391967,47.4215170349,352688,46985,-131370
301,AVERY DENNISON CORP,70.2198426732,3480398,80.6000990559,3143681,88.3696972942,3044177,98.3400147566,2733699,-336717,-99504
302,AVEXIS INC,47.7268051841,34027,76.0305490852,227961,82.1614671449,147770,96.7310999816,184894,193934,-80191
303,AVIANCA HLDGS SA,9.64005527196,1905487,7.7100850053,1924233,6.49976892605,1919299,7.75997129452,1917404,18746,-4934
304,AVIS BUDGET GROUP,36.6799502935,1586916,29.5799224423,1322113,27.2700313334,2252546,38.060318821,1831435,-264803,930433
305,AVISTA CORP,39.9899834996,223631,39.0518294875,166932,42.4571434072,207786,51.770975131,671438,-56699,40854
306,AVNET INC,47.6101052809,2603985,45.7599448247,2105291,38.880293031,1900140,39.3000480781,2685213,-498694,-205151
307,AVON PRODS INC,5.04021586793,3315731,4.40006083808,3925173,3.80015389109,5878183,2.32995592599,1603893,609442,1953010
308,AVX CORP NEW,15.6260044633,217778,16.37794119,217854,16.3397418399,256430,18.2312229154,269757,76,38576
309,AXALTA COATING SYS LTD,27.2004236286,1061307,32.2000331226,1449160,32.0401152039,2347838,28.9200834709,2653381,387853,898678
310,AXCELIS TECHNOLOGIES INC,14.5599438653,39904,18.7834954992,19219,20.9463484996,31891,27.3491461658,68046,-20685,12672
311,AXIS CAPITAL HOLDINGS LTD,65.2699500084,879348,67.0291173688,851794,64.6601525369,624898,57.3100760944,712667,-27554,-226896
312,AXOVANT SCIENCES LTD,12.4174474817,180794,14.9435439593,125673,23.1945348081,92220,6.87914168507,47535,-55121,-33453
313,AZZ INC,63.8950052538,149417,59.4906874125,56429,55.7949159845,27852,48.6987421511,49529,-92988,-28577
314,B & G FOODS INC NEW,43.8005390836,179564,40.2498541191,226212,35.6014874197,207070,31.8486712155,294141,46648,-19142
315,B2GOLD CORP,2.37051191923,772407,2.82991169864,3205047,2.80898876404,639020,2.80024891101,398536,2432640,-2566027
316,BABCOCK & WILCOX ENTERPRIS I,16.5888877856,140998,9.34066748706,67447,11.7701072666,23959,3.33151333993,108059,-73551,-43488
317,BADGER METER INC,36.9492937841,710406,36.7493912992,954492,39.8505823884,622952,48.9998865266,678573,244086,-331540
318,BAIDU INC,164.410431894,1536557,172.519540015,1432829,178.860105894,1188549,247.691136086,1083325,-103728,-244280
319,BALCHEM CORP,83.905779807,48185,82.3911474621,24942,77.6898851886,40327,81.2915965772,54692,-23243,15385
320,BALDWIN & LYONS INC,25.2246571023,12686,24.4568809765,22693,24.4953066735,15554,22.5751120456,18073,10007,-7139
321,BALL CORP,75.0698444509,3042833,74.2602653002,3092798,42.2100232759,6644654,41.3001349661,7282567,49965,3551856
322,BANC OF CALIFORNIA INC,17.3495063374,234877,20.6989602476,249771,21.5011938459,334214,20.7505982198,514443,14894,84443
323,BANCO BILBAO VIZCAYA ARGENTA,6.77000955893,1853764,7.61015335791,2034913,8.35981973536,2333902,8.92020489452,2498261,181149,298989
324,BANCO BRADESCO S A,8.7101124132,15414382,10.2396685501,14559065,8.49940393658,5863470,11.0670959919,4499464,-855317,-8695595
325,BANCO DE CHILE,70.446125676,140902,72.1582389536,156725,77.9332671923,153208,91.1740010866,20247,15823,-3517
326,BANCO MACRO SA,64.3501173371,218601,86.7007399391,290159,92.1897887308,217779,117.346410641,154568,71558,-72380
327,BANCO SANTANDER BRASIL S A,8.89011370364,1175688,8.81976407561,1742677,7.52995375826,5862453,8.74009968253,6502443,566989,4119776
328,BANCO SANTANDER CHILE NEW,21.8732642662,165636,25.0793021412,141232,25.4113649375,162447,29.7105967795,136315,-24404,21215
329,BANCO SANTANDER SA,5.17992530178,4853931,6.06983817073,5138193,6.69004668992,6559446,6.9399620636,6469776,284262,1421253
330,BANCOLOMBIA S A,36.6835411779,161980,39.8715526424,128613,44.5458708365,133211,45.7913974397,288635,-33367,4598
331,BANCORP INC DEL,7.85113433597,19615,5.11307767945,30510,7.57863638067,186841,8.26934435913,250564,10895,156331
332,BANCORPSOUTH INC,31.0500914065,1814423,30.2499515457,1656201,30.4999100892,1662759,32.0497673159,1853586,-158222,6558
333,BANK AMER CORP,22.1220530788,61343131,23.6074167925,66215038,24.2787298416,63677631,25.3550762383,73242651,4871907,-2537407
334,BANK HAWAII CORP,88.6897075579,329125,82.3612857665,322858,82.9685694526,232799,83.3615885311,209401,-6267,-90059
335,BANK MONTREAL QUE,71.9196015491,926187,74.7904478444,1104379,73.4401120747,1000761,75.7101227993,1074110,178192,-103618
336,BANK MUTUAL CORP NEW,9.44906749656,133029,9.39953555236,72344,9.15453813256,88153,10.1513825324,309613,-60685,15809
337,BANK N S HALIFAX,55.6802725672,2151983,58.5702189564,1776244,60.130167178,1573054,64.2500270207,1720902,-375739,-203190
338,BANK NEW YORK MELLON CORP,47.3798219585,5729000,47.229973494,6578132,51.0197840392,5068328,53.01979281,5403831,849132,-1509804
339,BANK OF NT BUTTERFIELD&SON L,31.4434546278,26492,31.9063004847,49520,34.0976491863,138250,36.6376989925,130030,23028,88730
340,BANKRATE INC DEL,11.0516572414,394330,9.65384736527,63498,12.8551584796,39595,13.9510265267,258834,-330832,-23903
341,BANKUNITED INC,37.6882037291,453033,37.3107647047,391576,33.7099202274,284308,35.5681377797,304486,-61457,-107268
342,BANNER CORP,55.8099285808,1551964,55.6396819637,1559822,56.5100244849,1561776,61.2802348096,1561776,7858,1954
343,BAOZUN INC,12.0698604565,2648995,14.9400055493,2648995,22.1719171491,126782,32.7565452904,132920,0,-2522213
344,BARCLAYS BANK PLC,27.2885672162,74610,27.7592009911,91213,26.622296173,10217,26.560914876,10843,16603,-80996
345,BARCLAYS BK PLC,25.5851065128,2868153,16.2276956041,1583096,13.6752340574,1761213,23.7085452353,163401,-1285057,178117
346,BARCLAYS PLC,11.0000612852,1599082,11.2402484862,1617313,10.5897342978,1465287,10.3496148135,1637259,18231,-152026
347,BARD C R INC,224.659426325,935407,248.541019946,899087,316.110050547,972753,320.499890795,1149211,-36320,73666
348,BARNES & NOBLE ED INC,11.4707112083,165029,9.59468645556,141224,10.6248889033,123766,6.51289596676,231080,-23805,-17458
349,BARNES & NOBLE INC,11.1490236382,364875,9.24974965979,311576,7.60163339144,380313,7.59981486904,529355,-53299,68737
350,BARNES GROUP INC,47.4191832198,949215,51.3394462321,876071,58.5292575652,637066,70.4344401648,104111,-73144,-239005
351,BARRACUDA NETWORKS INC,21.4283489582,256856,23.1090722827,441212,23.0590971479,357733,24.2289896973,413678,184356,-83479
352,BARRETT BILL CORP,6.98960911569,438365,4.54986444704,551445,3.06939479136,589367,4.29096585263,609886,113080,37922
353,BARRETT BUSINESS SERVICES IN,64.085447263,17227,54.6161825726,19280,57.2918831304,48122,56.5422151611,35248,2053,28842
354,BARRICK GOLD CORP,15.9798747219,7248993,18.9898604897,5950386,15.9099099848,6254278,16.0899103212,5528620,-1298607,303892
355,BASIC ENERGY SVCS INC NEW,35.3501954689,1592325,33.3599938515,1184023,24.899402644,923235,19.3009118541,190820,-408302,-260788
356,BASSETT FURNITURE INDS INC,30.3762142435,18633,26.8988571873,25726,37.9352248111,18927,37.7189255535,21183,7093,-6799
357,BAXTER INTL INC,44.3400174408,5247472,51.8602376969,5739831,60.5400068654,6350660,62.7497211466,6065015,492359,610829
358,BAYTEX ENERGY CORP,4.88291566406,255585,3.42173217214,203698,2.42793757175,128916,3.00776061799,167899,-51887,-74782
359,BAZAARVOICE INC,4.85448222746,85694,4.29683277484,74008,4.95499105163,74874,4.94548540837,61268,-11686,866
360,BB&T CORP,47.0200393947,5595678,44.7001107222,5018869,45.4101322406,5369000,46.9398904635,5311836,-576809,350131
361,BBVA BANCO FRANCES S A,17.4308211474,555625,18.4197770238,612711,18.9293402161,191396,20.3926738171,100134,57086,-421315
362,BCE INC,43.2400282372,2563990,44.2703022728,1824180,45.038809512,889988,46.8299630575,1152873,-739810,-934192
363,BEACON ROOFING SUPPLY INC,46.0701395613,1476770,49.1599109061,1510316,49.0001268338,1490139,51.2498875848,2357332,33546,-20177
364,BEAZER HOMES USA INC,13.2969318037,141386,12.1319472267,284538,13.7214346066,557449,18.7375973134,183428,143152,272911
365,BECTON DICKINSON & CO,165.548395174,670976,183.44017842,799912,143.68956866,1282654,185.215385016,1036307,128936,482742
366,BED BATH & BEYOND INC,40.6398296199,1592674,39.4605859966,1567108,30.3998324056,1670700,23.4699748592,2878188,-25566,103592
367,BEIGENE LTD,30.3533190578,18680,36.5886759676,18421,44.9917898194,18270,103.461177657,184417,-259,-151
368,BEL FUSE INC,30.8943560897,68977,25.5595090216,47497,24.7209821429,17920,31.1842356993,36589,-21480,-29577
369,BELDEN INC,74.7704756471,269906,69.1918407615,218942,75.4274177474,155527,80.5285394278,141068,-50964,-63415
370,BELLICUM PHARMACEUTICALS INC,13.6106385195,28801,12.328895556,42664,11.6811594203,138000,11.5506585496,129603,13863,95336
371,BELMOND LTD,13.3512239735,149799,12.099703885,309677,13.2989989054,238439,13.6515765369,306558,159878,-71238
