,Company,0216price,0216amt,0516price,0516amt,0816price,0816amt,1116price,1116amt,0216-0516chng,0516-0816chng
853,DIEBOLD INC,30.0937345831,48648,28.9125799574,46900,24.8284518828,358500,24.7905213573,752344,-1748,311600
854,DIGI INTL INC,11.3811222283,141023,9.42564076716,79358,10.7212614591,70141,11.4019100386,68585,-61665,-9217
855,DIGIRAD CORP,5.78853377671,16239,4.97855392157,13056,5.1657050852,29812,5.08474576271,25960,-3183,16756
856,DIGITAL RLTY TR INC,71.9397436645,1698477,82.3357166641,1777904,108.9906035,1478210,97.1193382718,1000048,79427,-299694
857,DIGITALGLOBE INC,15.6600212339,440804,17.3017609432,263268,21.3898998821,507202,27.49980301,698005,-177536,243934
858,DILLARDS INC,65.7093378476,102786,84.9115522247,118488,60.6007869571,235591,63.0093570782,331300,15702,117103
859,DIME CMNTY BANCSHARES,17.4900989431,1036758,17.6196690895,1017556,17.0099239045,1035278,16.7603070804,1042463,-19202,17722
860,DINEEQUITY INC,84.6705567712,16452,93.4138021517,19055,84.779807777,124959,79.1813055601,79981,2603,105904
861,DIPLOMAT PHARMACY INC,34.2302861876,37423,27.3949494779,59281,35.0088160887,39133,28.0152894402,65143,21858,-20148
862,DIREXION SHS ETF TR,37.2126688267,2662346,33.8886653644,2746405,40.715720491,1771306,33.0726589044,1985235,84059,-975099
863,DISCOVER FINL SVCS,53.6198584136,1718244,50.9196556138,1317939,53.5903440186,1133805,56.5501276192,1516230,-400305,-184134
864,DISCOVERY COMMUNICATNS NEW,26.4506274483,4011247,27.9650136917,4793418,24.2587082905,2652903,26.7052541237,4174759,782171,-2140515
865,DISH NETWORK CORP,57.1806140591,920172,46.260375516,675870,52.4001339225,2201273,54.7803443831,4372572,-244302,1525403
866,DISNEY WALT CO,105.079990942,18918892,99.3099913611,22449574,97.8200229167,25621462,92.8599656596,25210509,3530682,3171888
867,DIVERSIFIED RSTRNT HLDGS INC,2.24630763183,53421,1.92047261557,423854,1.51971761001,309926,1.16686114352,32566,370433,-113928
868,DOCUMENT SEC SYS INC,0.168909408254,195371,0.185721345021,301527,0.199514040801,280682,0.649735052484,69259,106156,-20845
869,DOLBY LABORATORIES INC,33.6467980119,83901,43.4588416357,185831,47.8516299965,130215,54.2908260843,162090,101930,-55616
870,DOLLAR GEN CORP NEW,71.868590176,585527,85.5990076701,663489,93.9996633293,1342558,69.9891605552,1331249,77962,679069
871,DOLLAR TREE INC,77.2201174131,1729109,82.4606050568,1340337,94.2413061447,1173530,78.9307049236,1186015,-388772,-166807
872,DOMINION DIAMOND CORP,10.2333749873,88827,11.0923491711,214382,8.84375472872,59477,9.74195230027,61384,125555,-154905
873,DOMINION MIDSTREAM PARTNERS,30.6599434008,1771758,33.7502576053,1640106,28.1300736911,1388905,23.910080305,804807,-131652,-251201
874,DOMINION RES INC VA NEW,67.6404524099,2117372,75.1200201226,2858479,77.9300898264,2744293,73.1542724927,3470515,741107,-114186
875,DOMINOS PIZZA INC,111.24884189,313010,131.862066385,320676,131.38141038,233001,151.848691131,251935,7666,-87675
876,DOMTAR CORP,36.9510420779,362209,40.5007989914,341055,35.0083465415,403161,37.1294293936,587270,-21154,62106
877,DONALDSON INC,28.6522167107,103622,31.9110138585,137100,34.3625220341,233161,37.3311185732,419007,33478,96061
878,DONNELLEY R R & SONS CO,14.7198267227,823651,16.39908761,818948,16.9198265317,1124125,15.7202306389,2384507,-4703,305177
879,DORMAN PRODUCTS INC,47.5513107092,4921,54.4398532089,34607,57.2013277097,40069,63.9111132214,42121,29686,5462
880,DOUGLAS EMMETT INC,31.1791021198,595046,30.1101572317,389171,35.5192597682,448292,36.6307184676,510364,-205875,59121
881,DOVER CORP,61.30834068,307397,64.3318974259,493068,69.3202392879,999131,73.6397988756,1074161,185671,506063
882,DOW CHEM CO,51.4801549921,7385409,50.8600821773,6887307,49.7100549234,4684163,51.8301668075,4224451,-498102,-2203144
883,DR PEPPER SNAPPLE GROUP INC,93.1998284004,2419586,89.4201326526,2322307,96.6294956423,2922886,91.3099650713,1665678,-97279,600579
884,DR REDDYS LABS LTD,46.2881786704,225846,45.1924155728,44565,51.2425738432,59755,46.4094896082,79919,-181281,15190
885,DRDGOLD LIMITED,1.59741604789,56967,3.96667988893,15126,5.88390850192,15126,4.95724377246,40345,-41841,0
886,DREW INDS INC,60.9555189456,4856,64.4505789433,78246,84.8400820482,105304,98.0139992578,156294,73390,27058
887,DRIL-QUIP INC,59.2301638579,993666,60.5604244668,1003989,58.4303670257,851766,55.7395160519,972129,10323,-152223
888,DSP GROUP INC,9.42961102855,19513,9.13483009216,24631,10.5883992012,21533,12.0226308345,36764,5118,-3098
889,DST SYS INC DEL,114.060815432,172522,112.775820339,219391,116.427428811,468223,117.919041526,618984,46869,248832
890,DSW INC,23.8604978019,611890,27.6395708828,491614,21.1808086438,746336,20.4791388213,443671,-120276,254722
891,DTE ENERGY CO,80.1890990621,1056166,90.6603725137,993091,99.1199405829,973457,93.6693980085,1429090,-63075,-19634
892,DU PONT E I DE NEMOURS & CO,66.600058631,7187321,63.3199917131,6767294,64.7997007077,5557109,66.9700396237,5514884,-420027,-1210185
893,DUCOMMUN INC DEL,16.199973871,22963,15.2613334534,22213,19.7772717347,32057,22.8364252754,42476,-750,9844
894,DUKE ENERGY CORP NEW,71.3899433935,2999302,80.6798181469,4584579,85.7898921235,3940709,80.0400027935,3980722,1585277,-643870
895,DUKE REALTY CORP,21.01995456,3809856,22.5398378418,3145941,26.6599286868,3755824,27.3299861595,7025031,-663915,609883
896,DUN & BRADSTREET CORP DEL NE,103.932985295,259167,103.083112714,191884,121.842325558,182769,136.622206468,174913,-67283,-9115
897,DUNKIN BRANDS GROUP INC,42.5888103927,298670,47.1675767131,325075,43.6206184049,597699,52.0795769549,1089813,26405,272624
898,DUPONT FABROS TECHNOLOGY INC,31.7907361996,535439,40.5302068424,693088,47.53916038,746290,41.2485672552,483338,157649,53202
899,DURECT CORP,2.20773759462,38048,1.34334400648,54342,1.21557246893,91315,1.39024149271,141702,16294,36973
900,DYCOM INDS INC,69.9590968673,379922,64.6676497897,347871,89.7594666002,393251,81.7793380254,528691,-32051,45380
901,DYNAVAX TECHNOLOGIES CORP,24.1607993814,493982,19.2399678637,430666,14.5798062404,480802,10.4904521157,883756,-63316,50136
902,DYNEGY INC NEW DEL,12.610107688,6132065,8.21023536044,3719869,14.958621571,2449223,10.6240206945,2446249,-2412196,-1270646
903,DYNEX CAP INC,6.35201792407,340994,6.64810277156,406883,6.94050461212,347237,7.42150234083,384693,65889,-59646
904,E TRADE FINANCIAL CORP,29.6404727494,2098617,24.4899176371,2649131,23.4896268849,3355694,29.1199743197,3140147,550514,706563
905,EAGLE BANCORP INC MD,50.4701146586,2408455,47.9997781426,2596262,48.1098556149,2717385,49.3303177844,2812976,187807,121123
906,EAGLE MATERIALS INC,60.4308276256,807237,70.1087776928,775067,77.1494815558,859591,77.3000774521,775963,-32170,84524
907,EAGLE PHARMACEUTICALS INC,88.7241114804,7822,40.4987574409,69212,38.7878787879,14850,69.9918355229,26946,61390,-54362
908,EARTHLINK HLDGS CORP,7.43083680023,724952,5.67006710934,959777,6.40004306169,1300460,6.19990525817,1319375,234825,340683
909,EAST WEST BANCORP INC,41.5601509148,802307,32.481318497,453122,34.1802442242,843733,36.7102897521,550091,-349185,390611
910,EASTERLY GOVT PPTYS INC,17.196789037,29773,18.5102586976,22420,19.7416923791,36623,19.080350794,50628,-7353,14203
911,EASTGROUP PPTY INC,55.6136700654,86993,60.3702261565,598391,68.9200212804,845850,73.5598206566,847759,511398,247459
912,EASTMAN CHEM CO,67.5094155514,569802,72.2286917967,601963,67.8993521065,695176,67.6798181166,727499,32161,93213
913,EASTMAN KODAK CO,12.552895402,35211,10.8400470716,44188,16.0959067679,20937,15.0462962963,6048,8977,-23251
914,EATON CORP PLC,52.0404415318,1448412,62.5599736746,1665314,59.730113916,1777713,65.7097479396,1722682,216902,112399
915,EATON VANCE CORP,32.429765017,265466,33.5214132633,330356,35.339090467,396841,39.0497961864,633422,64890,66485
916,EATON VANCE TAX ADVT DIV INC,19.3613276339,19885,19.2110780633,20509,20.1218489743,17891,20.1601954928,14732,624,-2618
917,EATON VANCE TX MNG BY WRT OP,15.3041305536,64035,14.696641765,85938,14.7892900713,46723,15.0980392157,40800,21903,-39215
918,EBAY INC,27.4801036344,10625433,23.8600086436,15148821,23.4100569261,17013628,32.9000022325,14647537,4523388,1864807
919,EBIX INC,32.7956066587,58270,40.7864849517,70440,47.901459854,67952,56.8438668174,92024,12170,-2488
920,ECHO GLOBAL LOGISTICS INC,20.4067370187,14309,27.1527966025,44268,22.3895383396,10094,23.0564957609,183766,29959,-34174
921,ECHOSTAR CORP,39.1071138322,92285,44.2840421381,51260,39.6920153018,41041,43.81245196,46836,-41025,-10219
922,ECLIPSE RES CORP,1.81952372068,605653,1.44027687711,558226,3.33995030951,5382116,3.28849788536,117987,-47427,4823890
923,ECOLAB INC,114.378871642,888512,111.520823302,728967,118.598503032,739495,121.720023718,721804,-159545,10528
924,ECOPETROL S A,7.00929103029,981269,8.60966864748,960548,9.55991670025,1094361,8.76040182955,1143669,-20721,133813
925,EDGEWELL PERS CARE CO,78.369662073,2352224,80.5297166006,1525797,84.4100337817,1219002,79.5210090048,475082,-826427,-306795
926,EDISON INTL,59.21031177,1073259,71.8903274534,1339916,77.6691074711,1013054,72.2499413307,1470105,266657,-326862
927,EDUCATION RLTY TR INC,37.8819576716,160129,41.600415638,573576,46.1419059059,526983,43.1392267446,735850,413447,-46593
928,EDWARDS LIFESCIENCES CORP,78.9800609828,1985805,88.2105196913,1652558,99.7290263508,1212295,120.559769427,2093219,-333247,-440263
929,EGALET CORP,11.0229053952,19777,6.86867684983,40328,4.96105452367,166900,7.62159189125,12727,20551,126572
930,EL PASO ELEC CO,38.4842956462,40562,45.8804744526,219200,47.2689635228,262794,46.7672193294,185707,178638,43594
931,EL POLLO LOCO HLDGS INC,12.6682501979,2526,13.3176366713,13591,13.0576713819,4595,12.5786163522,27984,11065,-8996
932,ELBIT SYS LTD,88.3210779279,73029,93.796464563,96848,90.937105174,64902,95.8283671037,58730,23819,-31946
933,ELDORADO GOLD CORP NEW,2.96979418035,1394036,3.15966711258,2525899,4.50012170647,4473879,3.93000808322,2213227,1131863,1947980
934,ELECTRO SCIENTIFIC INDS,5.18712949075,112008,7.14752742493,178943,5.83937234234,66788,5.64446818889,43051,66935,-112155
935,ELECTRONIC ARTS INC,68.7198255431,1331217,66.1100523879,3579259,75.7601113557,3292511,85.3997399803,4336594,2248042,-286748
936,ELECTRONICS FOR IMAGING INC,46.7397965437,2284520,42.3899522603,2855488,43.0401298727,2828616,48.9200446504,2768170,570968,-26872
937,ELEPHANT TALK COMM CORP,0.26507035409,45271,0.213513000569,42152,0.174768431828,40053,0.173172167769,28873,-3119,-2099
938,ELLIE MAE INC,60.2151931553,46284,90.6395815377,134588,91.651293905,134979,105.300204353,308290,88304,391
939,ELLIS PERRY INTL INC,18.4178231849,100229,18.4120693714,101944,20.1193122003,111137,19.2796783986,134079,1715,9193
940,EMBRAER S A,29.5408259674,476290,26.3594843495,227053,21.7209909114,689103,17.2600367926,277230,-249237,462050
941,EMCOR GROUP INC,48.039646898,1589229,48.6000120949,1620514,49.2600140313,1736114,59.6199671959,1680276,31285,115600
942,EMCORE CORP,6.1260210035,23996,5.02606686854,32033,5.94153427611,77926,5.72693952352,26192,8037,45893
943,EMERGENT BIOSOLUTIONS INC,40.0103068666,294949,36.3497089618,224541,28.1199122248,791112,31.5303884862,835448,-70408,566571
944,EMERGENT CAP INC,3.7011579337,18913,4.01116149285,17202,3.35017574692,18208,2.94515641169,12563,-1711,1006
945,EMERSON ELEC CO,47.8298654056,3355414,54.379871898,4401647,52.1600191249,2710601,54.5096521264,2518875,1046233,-1691046
946,EMPIRE DIST ELEC CO,28.0698157964,68294,33.0491743412,87627,33.9708045717,176740,34.1402890861,174896,19333,89113
947,EMPIRE ST RLTY TR INC,18.0699946915,5374379,17.5299342157,6242522,18.9900216514,7744067,20.9495882836,812331,868143,1501545
948,EMPLOYERS HOLDINGS INC,27.2973730953,21394,28.1052920208,7294,29.0173482289,48247,29.8470277542,20069,-14100,40953
949,EMPRESA DIST Y COMERCIAL NOR,17.5277274785,141376,16.7001823542,138741,17.5084031826,141018,19.8023450339,135691,-2635,2277
950,EMPRESA NACIONAL DE ELCTRCID,37.0574611228,36268,41.6158930616,27081,27.7288462381,114105,19.8377761844,330531,-9187,87024
951,ENABLE MIDSTREAM PARTNERS LP,9.1837787638,29073,8.56060049523,231409,13.4993217521,45706,15.2472448214,69324,202336,-185703
952,ENBRIDGE ENERGY MANAGEMENT L,22.3298021293,757060,17.950668475,708553,23.0102978808,644016,25.4403023711,546613,-48507,-64537
953,ENBRIDGE ENERGY PARTNERS L P,23.0700454224,1003249,18.3204613298,1134633,23.2003027872,1817778,25.4295896176,2779164,131384,683145
954,ENBRIDGE INC,33.1899817231,6492893,38.9099541693,4246060,42.3601252407,3342365,44.2298732519,4891513,-2246833,-903695
955,ENCANA CORP,5.09017619317,1029041,6.08945211654,1255778,7.78992468322,12507438,10.4700023195,12519768,226737,11251660
956,ENCORE CAP GROUP INC,29.0784038418,49143,25.7455601474,17906,23.5403307459,11852,22.4945761809,26273,-31237,-6054
957,ENCORE WIRE CORP,37.0836671626,8737,38.9509793073,9037,37.2628726287,20664,36.7747207845,14684,300,11627
958,ENDO INTL PLC,61.2199094664,7271556,28.1500574418,3237187,15.590937717,743124,20.1494018527,1314977,-4034369,-2494063
959,ENDOCYTE INC,4.02620034854,16641,3.10214590943,128943,3.20432517967,75835,3.09214594929,51744,112302,-53108
960,ENDOLOGIX INC,9.89997007442,4280619,8.35984218097,4003066,12.4597802848,2730626,12.8000969259,1667253,-277553,-1272440
961,ENDURANCE INTL GROUP HLDGS I,10.9299847495,15378521,10.530011306,15378521,8.99000625613,15378521,8.74999617974,15378521,0,0
962,ENDURANCE SPECIALTY HLDGS LT,63.9906010866,797539,65.3403109765,1458181,67.1600925537,2268088,65.450117122,2308277,660642,809907
963,ENDURO RTY TR,2.43035513564,230419,2.73071286907,169919,3.710431494,167905,3.54007154049,135308,-60500,-2014
964,ENERGEN CORP,40.9932912787,149805,36.5906208085,659076,48.2110985574,610710,57.7204738654,748989,509271,-48366
965,ENERGIZER HLDGS INC NEW,34.059037953,349775,40.5095912048,240585,51.4896832673,260693,49.9579313763,347052,-109190,20108
966,ENERGOUS CORP,7.90740822547,22637,10.1128796781,28083,12.9566009956,71315,19.6152857195,81671,5446,43232
967,ENERGY FUELS INC,2.9487771486,123441,2.21543419153,29791,2.2717950336,63386,1.59358171228,72792,-93650,33595
968,ENERGY RECOVERY INC,7.07360807197,131616,10.3410592246,122618,8.8736805475,17242,15.9850103932,34157,-8998,-105376
969,ENERGY TRANSFER EQUITY L P,13.7399934671,54239691,7.13002481131,39710521,14.3700224228,42398890,16.7899981811,50980887,-14529170,2688369
970,ENERGY TRANSFER PRTNRS L P,33.7299764188,12787735,32.3400257317,22336686,38.0700418255,22179776,37.0000060511,19170132,9548951,-156910
971,ENERNOC INC,3.84966417823,85462,7.48759925313,53021,6.33036164108,45653,5.41698910649,67196,-32441,-7368
972,ENERPLUS CORP,3.42028347692,209047,3.92774145939,336071,6.57005077437,235158,6.41170861234,189809,127024,-100913
973,ENERSYS,55.9284659916,493863,55.7195558008,529132,59.4706946908,1339416,69.1932609925,187446,35269,810284
974,ENI S P A,29.7982432348,239645,30.222356561,258054,32.3520830162,315312,28.8703141567,275404,18409,57258
975,ENLINK MIDSTREAM LLC,15.0880508292,403233,11.2437534703,115264,15.9063508731,179991,16.7503363192,121908,-287969,64727
976,ENLINK MIDSTREAM PARTNERS LP,16.5807467224,416085,12.069784459,389485,16.6294459795,396285,17.7105665173,389485,-26600,6800
977,ENNIS INC,19.2562316505,69484,19.5485468825,226513,19.1781826777,245383,16.8490917559,429400,157029,18870
978,ENOVA INTL INC,6.60476950979,73886,6.30785485626,63413,7.36120736121,64935,9.68365665018,63096,-10473,1522
979,ENPHASE ENERGY INC,3.51145038168,216150,2.31366716245,18153,1.98925800676,60324,1.18048050545,60145,-197997,42171
980,ENPRO INDS INC,43.8746016453,13493,57.6088582972,6683,44.3966360258,20452,56.8117473859,26491,-6810,13769
981,ENSCO PLC,15.3900325629,1891419,10.3701841701,3031383,9.71001259258,2345826,8.50022408506,1932302,1139964,-685557
982,ENSERVCO CORP,0.549168924361,27314,0.556999628667,16158,0.621032293679,14492,0.614533722538,13018,-11156,-1666
983,ENSIGN GROUP INC,22.6284030312,28504,22.6345170521,42634,21.0149059216,49108,20.1288612685,43768,14130,6474
984,ENSTAR GROUP LIMITED,150.040357351,797872,162.579962701,797872,161.990895783,797872,164.468111125,449765,0,0
985,ENSYNC INC,0.381198914913,112802,0.281326417993,138629,0.370739584277,121379,0.991510193964,48411,25827,-17250
986,ENTEGRIS INC,13.2700025202,5273473,13.6201956996,5034656,14.4697447672,4954614,17.4199339844,4301107,-238817,-80042
987,ENTERCOM COMMUNICATIONS CORP,11.2318322087,272529,10.5800121375,235633,13.5696539923,243116,12.9402353448,241263,-36896,7483
988,ENTERGY CORP NEW,68.359540829,1048237,79.2799032506,926931,81.3504244121,977352,76.7296341687,1774725,-121306,50421
989,ENTEROMEDICS INC,0.131622244159,91170,0.955160520032,37690,0.276065151376,32601,0.12445937957,32139,-53480,-5089
990,ENTERPRISE PRODS PARTNERS L,25.5800192259,37178940,24.6199945386,45006590,29.2600073189,44309695,27.629997979,36026387,7827650,-696895
991,ENTRAVISION COMMUNICATIONS C,7.72643253235,27050,7.43310208127,12108,6.70745190536,13567,7.6328719853,53322,-14942,1459
992,ENVESTNET INC,29.8549739406,17652,27.1941607319,78914,33.3104366483,117921,36.4485237552,188485,61262,39007
993,ENVISION HEALTHCARE HLDGS IN,25.9701229227,3843147,20.3997322285,1849338,25.3695494209,1432623,22.2701093187,1405157,-1993809,-416715
994,ENVIVA PARTNERS LP,18.1495174066,1028402,21.7198205169,1048121,22.7601362823,1048412,26.9897212688,1086710,19719,291
995,ENZO BIOCHEM INC,4.49928933819,106239,4.55171380667,173561,5.9599953483,34396,5.09371180831,112099,67322,-139165
996,ENZYMOTEC LTD,9.79952054999,969027,9.03023837985,932755,8.36029205428,1133214,6.9997207094,916608,-36272,200459
997,EOG RES INC,70.7899579,1279334,72.5808735027,1871843,83.4201992292,1727759,96.7094320821,1910734,592509,-144084
998,EP ENERGY CORP,4.37994514029,1970116,4.51995429746,3697825,5.17977580736,1942169,4.37938879594,690964,1727709,-1755656
999,EPAM SYS INC,78.6135534539,102247,74.6689906614,125072,64.3068045311,267219,69.3124613249,298965,22825,142147
1000,EPIQ SYS INC,13.0810195957,38682,15.020424733,39413,14.5864106352,59576,16.4997693289,36849,731,20163
1001,EPR PPTYS,58.4502234849,1586461,66.6200783282,2140736,80.6796048555,2343244,78.7397326476,2168524,554275,202508
1002,EQT CORP,52.1297876636,435912,67.260396388,395017,77.430090244,493994,72.6195801661,1142309,-40895,98977
1003,EQT GP HLDGS LP,20.7600522271,5436258,26.9700208166,5042599,25.4901129908,4011830,25.0699569017,3789476,-393659,-1030769
1004,EQT MIDSTREAM PARTNERS LP,75.4600108473,6099204,74.4298984361,5465035,80.300056779,4244530,76.1900525947,3867119,-634169,-1220505
1005,EQUIFAX INC,111.369705885,571035,114.290895079,661785,128.399032801,538462,134.580842754,641919,90750,-123323
1006,EQUINIX INC,302.400066094,2445016,330.709909741,1873379,387.730667685,1363921,360.249983389,1354490,-571637,-509458
1007,EQUITY COMWLTH,27.6710766947,2090992,28.2203656416,2218894,29.1302874296,2292631,30.2200892029,2302839,127902,73737
1008,EQUITY LIFESTYLE PPTYS INC,66.6698267295,1244701,72.7304500455,1556487,80.0497123278,870609,77.1791999977,690173,311786,-685878
1009,EQUITY ONE,27.1506220451,226109,28.6609908829,679495,32.1796776268,676545,30.6102654389,680458,453386,-2950
1010,EQUITY RESIDENTIAL,81.5903780158,1998091,75.0296741918,1727090,68.8799871021,1612660,64.3298063654,2509521,-271001,-114430
1011,ERA GROUP INC,11.1595199878,39249,9.36480656589,28511,9.40016317264,28191,8.05373975225,27689,-10738,-320
1012,ERICSSON,9.61052746821,1561933,10.030535892,1010614,7.68087899523,832587,7.21011450002,953799,-551319,-178027
1013,ERIE INDTY CO,95.6621660442,17405,92.9995237771,29398,99.3610344436,26449,102.068807864,26247,11993,-2949
1014,ERIN ENERGY CORP,3.20350880965,93023,1.87909962717,200628,2.41012357842,188787,2.35120596911,115260,107605,-11841
1015,ESCO TECHNOLOGIES INC,36.1487149304,20388,38.9655774943,28615,39.9389980721,34753,46.4212504271,23416,8227,6138
1016,ESPERION THERAPEUTICS INC NE,22.2692774381,42031,16.9218765239,41012,9.87253186703,48012,13.8570451712,49722,-1019,7000
1017,ESSENDANT INC,32.5171821306,46560,31.9273035286,134587,30.5660408942,119479,20.5233099296,87023,88027,-15108
1018,ESSENT GROUP LTD,21.8899678306,5096764,20.7999519198,4559049,21.8099277882,4064571,26.6099490556,2800306,-537715,-494478
